Date,Adj Close,Close,High,Low,Open,Volume,20-Day Returns,20-Day Volatility,Normalized 20-Day Returns,Normalized 20-Day Volatility
2023-11-01 00:00:00+00:00,60.075714111328125,60.66600036621094,60.76399993896485,58.87699890136719,59.2869987487793,10439000,0.0,-4.534851983341981e-16,5.077570357038879e-18,5.077570357038879e-18
2023-11-02 00:00:00+00:00,61.72153854370117,62.32799911499024,63.14099884033203,61.81999969482422,62.25,13560000,0.0,-4.534851983341981e-16,5.077570357038879e-18,5.077570357038879e-18
2023-11-03 00:00:00+00:00,62.79103469848633,63.40800094604492,63.94100189208984,62.68899917602539,62.91999816894531,9832000,0.0,-4.534851983341981e-16,5.077570357038879e-18,5.077570357038879e-18
2023-11-06 00:00:00+00:00,63.28319549560547,63.90499877929688,63.95800018310547,62.8120002746582,63.40800094604492,6929000,0.0,-4.534851983341981e-16,5.077570357038879e-18,5.077570357038879e-18
2023-11-07 00:00:00+00:00,63.50204849243164,64.1259994506836,64.70899963378906,63.66899871826172,64.0,8192000,0.0,-4.534851983341981e-16,5.077570357038879e-18,5.077570357038879e-18
2023-11-08 00:00:00+00:00,64.1279067993164,64.75800323486328,64.91200256347656,64.10800170898438,64.45999908447266,7304000,0.0,-4.534851983341981e-16,5.077570357038879e-18,5.077570357038879e-18
2023-11-09 00:00:00+00:00,64.3932876586914,65.0260009765625,66.8499984741211,64.85099792480469,65.0,12196000,0.0,-4.534851983341981e-16,5.077570357038879e-18,5.077570357038879e-18
2023-11-10 00:00:00+00:00,67.8760757446289,68.54299926757812,68.78700256347656,65.63500213623047,66.10800170898438,13734000,0.0,-4.534851983341981e-16,5.077570357038879e-18,5.077570357038879e-18
2023-11-13 00:00:00+00:00,66.68775177001953,67.34300231933594,68.0009994506836,67.05500030517578,68.0,8158000,0.0,-4.534851983341981e-16,5.077570357038879e-18,5.077570357038879e-18
2023-11-14 00:00:00+00:00,68.81583404541016,69.49199676513672,69.61799621582031,68.39099884033203,69.0999984741211,9555000,0.0,-4.534851983341981e-16,5.077570357038879e-18,5.077570357038879e-18
2023-11-15 00:00:00+00:00,69.11093139648438,69.79000091552734,69.95600128173828,69.15299987792969,69.81999969482422,6295000,0.0,-4.534851983341981e-16,5.077570357038879e-18,5.077570357038879e-18
2023-11-16 00:00:00+00:00,69.36246490478516,70.04399871826172,70.63400268554688,69.58399963378906,69.9000015258789,10047000,0.0,-4.534851983341981e-16,5.077570357038879e-18,5.077570357038879e-18
2023-11-17 00:00:00+00:00,69.35255432128906,70.03399658203125,70.15599822998047,68.80000305175781,69.15599822998047,10265000,0.0,-4.534851983341981e-16,5.077570357038879e-18,5.077570357038879e-18
2023-11-20 00:00:00+00:00,71.21526336669922,71.91500091552734,72.0999984741211,69.73300170898438,69.73300170898438,10264000,0.0,-4.534851983341981e-16,5.077570357038879e-18,5.077570357038879e-18
2023-11-21 00:00:00+00:00,70.04871368408203,70.73699951171875,71.60299682617188,70.3479995727539,71.60299682617188,8709000,0.0,-4.534851983341981e-16,5.077570357038879e-18,5.077570357038879e-18
2023-11-22 00:00:00+00:00,71.04790496826172,71.74600219726562,72.822998046875,71.33999633789062,71.5,7819000,0.0,-4.534851983341981e-16,5.077570357038879e-18,5.077570357038879e-18
2023-11-24 00:00:00+00:00,71.05186462402344,71.75,72.21299743652344,71.5,71.64800262451172,3006000,0.0,-4.534851983341981e-16,5.077570357038879e-18,5.077570357038879e-18
2023-11-27 00:00:00+00:00,71.54205322265625,72.24500274658203,73.0989990234375,71.06800079345703,71.5,6819000,0.0,-4.534851983341981e-16,5.077570357038879e-18,5.077570357038879e-18
2023-11-28 00:00:00+00:00,70.3477783203125,71.03900146484375,71.74299621582031,70.4489974975586,71.23300170898438,9053000,0.0,-4.534851983341981e-16,5.077570357038879e-18,5.077570357038879e-18
2023-11-29 00:00:00+00:00,70.70428466796875,71.39900207519531,72.5469970703125,71.30500030517578,72.0,8125000,0.0,-4.534851983341981e-16,5.077570357038879e-18,5.077570357038879e-18
2023-11-30 00:00:00+00:00,70.89541625976562,71.59200286865234,71.87999725341797,70.63700103759766,71.87999725341797,12922000,1.6086888642941013,-1.03886912312427,1.6086888642941013,-1.0388691231242697
2023-12-01 00:00:00+00:00,71.50540924072266,72.20800018310547,72.25900268554688,70.81199645996094,71.20800018310547,6919000,1.394432334764942,-1.1152997119722297,1.394432334764942,-1.1152997119722292
2023-12-04 00:00:00+00:00,70.31510925292969,71.00599670410156,71.65499877929688,70.20500183105469,71.55999755859375,9036000,1.0103936688068726,-1.0282737840293001,1.0103936688068726,-1.0282737840293
2023-12-05 00:00:00+00:00,69.0356674194336,69.71399688720703,69.99500274658203,68.71800231933594,69.63400268554688,12201000,0.7232588368086665,-0.923711054460231,0.7232588368086663,-0.9237110544602309
2023-12-06 00:00:00+00:00,68.81088256835938,69.48699951171875,70.99800109863281,69.34700012207031,70.89900207519531,6348000,0.6508022288863576,-0.9129138304490044,0.6508022288863575,-0.9129138304490042
2023-12-07 00:00:00+00:00,70.11408233642578,70.8030014038086,71.03199768066406,69.72100067138672,70.31600189208984,9009000,0.7475481184065526,-0.8788460837436117,0.7475481184065523,-0.8788460837436115
2023-12-08 00:00:00+00:00,69.6328125,70.31700134277344,71.11699676513672,69.9020004272461,69.94599914550781,7944000,0.6286326176242502,-0.855506463962625,0.62863261762425,-0.8555064639626248
2023-12-11 00:00:00+00:00,72.84326171875,73.55899810791016,73.79900360107422,70.83999633789062,71.02400207519531,15849000,0.5473627799256616,-0.9956782467913032,0.5473627799256614,-0.9956782467913029
2023-12-12 00:00:00+00:00,72.60991668701172,73.1240005493164,73.87999725341797,72.71099853515625,73.30000305175781,12019000,0.7024525859407037,-1.0777920449148533,0.7024525859407036,-1.0777920449148528
2023-12-13 00:00:00+00:00,72.9485092163086,73.46499633789062,74.05899810791016,72.14900207519531,73.29499816894531,8889000,0.4170696448986771,-1.2453996020053946,0.417069644898677,-1.2453996020053941
2023-12-14 00:00:00+00:00,76.18163299560547,76.72100067138672,77.12799835205078,73.87799835205078,74.03600311279297,17234000,0.8365075874501685,-0.9154367001755488,0.8365075874501684,-0.9154367001755486
2023-12-15 00:00:00+00:00,76.80620574951172,77.3499984741211,77.96800231933594,76.75700378417969,76.93299865722656,17817000,0.8862094668075806,-0.91411184214816,0.8862094668075804,-0.9141118421481597
2023-12-18 00:00:00+00:00,76.45072174072266,76.99199676513672,77.9000015258789,75.7509994506836,77.55999755859375,8841000,0.8369005462630719,-0.9013575521879436,0.8369005462630718,-0.9013575521879433
