Date,Adj Close,Close,High,Low,Open,Volume,20-Day Returns,20-Day Volatility,Normalized 20-Day Returns,Normalized 20-Day Volatility
2023-11-01 00:00:00+00:00,127.25747680664062,127.56999969482422,127.73999786376952,124.9250030517578,125.33999633789062,26536600,0.0,7.692082181548236e-16,-1.2693925892597198e-18,-2.6022548079823656e-18
2023-11-02 00:00:00+00:00,128.2650146484375,128.5800018310547,130.08999633789062,128.11000061035156,129.55999755859375,24091700,0.0,7.692082181548236e-16,-1.2693925892597198e-18,-2.6022548079823656e-18
2023-11-03 00:00:00+00:00,130.0506134033203,130.3699951171875,130.72999572753906,129.00999450683594,129.08999633789062,19517900,0.0,7.692082181548236e-16,-1.2693925892597198e-18,-2.6022548079823656e-18
2023-11-06 00:00:00+00:00,131.1279754638672,131.4499969482422,131.55999755859375,129.92999267578125,130.22000122070312,15360400,0.0,7.692082181548236e-16,-1.2693925892597198e-18,-2.6022548079823656e-18
2023-11-07 00:00:00+00:00,132.0756378173828,132.39999389648438,133.27999877929688,131.13999938964844,131.97999572753906,19223800,0.0,7.692082181548236e-16,-1.2693925892597198e-18,-2.6022548079823656e-18
2023-11-08 00:00:00+00:00,132.93353271484375,133.25999450683594,133.5399932861328,132.16000366210938,132.36000061035156,15093600,0.0,7.692082181548236e-16,-1.2693925892597198e-18,-2.6022548079823656e-18
2023-11-09 00:00:00+00:00,131.3673858642578,131.69000244140625,133.9600067138672,131.50999450683594,133.36000061035156,17976500,0.0,7.692082181548236e-16,-1.2693925892597198e-18,-2.6022548079823656e-18
2023-11-10 00:00:00+00:00,133.73158264160156,134.05999755859375,134.27000427246094,130.8699951171875,131.52999877929688,20872900,0.0,7.692082181548236e-16,-1.2693925892597198e-18,-2.6022548079823656e-18
2023-11-13 00:00:00+00:00,133.31260681152344,133.63999938964844,134.11000061035156,132.77000427246094,133.36000061035156,16409900,0.0,7.692082181548236e-16,-1.2693925892597198e-18,-2.6022548079823656e-18
2023-11-14 00:00:00+00:00,135.0982208251953,135.42999267578125,137.24000549316406,135.10000610351562,135.64999389648438,22317300,0.0,7.692082181548236e-16,-1.2693925892597198e-18,-2.6022548079823656e-18
