Price,Adj Close,Close,High,Low,Open,Volume
Ticker,ISRG,ISRG,ISRG,ISRG,ISRG,ISRG
Date,,,,,,
2019-11-01 00:00:00+00:00,186.4566650390625,186.4566650390625,187.61666870117188,184.00332641601562,185.82000732421875,1704300
2019-11-04 00:00:00+00:00,186.95333862304688,186.95333862304688,187.94000244140625,186.14999389648438,187.50332641601562,1240800
2019-11-05 00:00:00+00:00,187.7899932861328,187.7899932861328,189.59666442871094,186.5,186.80999755859375,2273400
2019-11-06 00:00:00+00:00,184.72000122070312,184.72000122070312,189.3300018310547,184.58999633789062,187.70333862304688,1462500
2019-11-07 00:00:00+00:00,183.9633331298828,183.9633331298828,186.30999755859375,182.67666625976562,186.07000732421875,1373100
2019-11-08 00:00:00+00:00,182.98333740234375,182.98333740234375,185.1199951171875,182.43333435058594,183.77667236328125,1071300
2019-11-11 00:00:00+00:00,181.60000610351562,181.60000610351562,182.6133270263672,180.05667114257812,181.6999969482422,1509900
2019-11-12 00:00:00+00:00,183.1199951171875,183.1199951171875,184.55332946777344,181.6666717529297,181.6666717529297,1403100
2019-11-13 00:00:00+00:00,183.50999450683594,183.50999450683594,183.73666381835938,180.6133270263672,180.8000030517578,1492500
2019-11-14 00:00:00+00:00,184.81333923339844,184.81333923339844,186.8766632080078,183.0500030517578,183.4566650390625,1781400
2019-11-15 00:00:00+00:00,189.84666442871094,189.84666442871094,189.85000610351562,185.6666717529297,186.43333435058594,2543700
2019-11-18 00:00:00+00:00,189.69667053222656,189.69667053222656,192.6666717529297,189.18333435058594,189.6666717529297,2542200
2019-11-19 00:00:00+00:00,192.60000610351562,192.60000610351562,193.3866729736328,189.17333984375,190.0,1977900
2019-11-20 00:00:00+00:00,190.8433380126953,190.8433380126953,194.3300018310547,189.40333557128906,192.22332763671875,1629900
2019-11-21 00:00:00+00:00,190.60667419433594,190.60667419433594,190.663330078125,187.68333435058594,189.3333282470703,1390500
2019-11-22 00:00:00+00:00,189.8300018310547,189.8300018310547,190.68666076660156,187.47332763671875,190.56666564941406,1223400
2019-11-25 00:00:00+00:00,193.8333282470703,193.8333282470703,193.8633270263672,190.2433319091797,190.72666931152344,1948200
2019-11-26 00:00:00+00:00,195.3333282470703,195.3333282470703,195.5,192.0,192.59666442871094,2954400
2019-11-27 00:00:00+00:00,197.0833282470703,197.0833282470703,197.90333557128906,195.52000427246094,195.52000427246094,1917900
2019-11-29 00:00:00+00:00,197.63333129882812,197.63333129882812,198.05667114257812,196.00332641601562,196.6666717529297,887400
2019-12-02 00:00:00+00:00,195.7933349609375,195.7933349609375,197.63333129882812,194.5,197.3333282470703,1892700
2019-12-03 00:00:00+00:00,193.07666015625,193.07666015625,193.9166717529297,191.9600067138672,192.92999267578125,1578000
2019-12-04 00:00:00+00:00,194.11000061035156,194.11000061035156,194.94667053222656,192.74000549316406,193.413330078125,1039500
