Price,Adj Close,Close,High,Low,Open,Volume
Ticker,ADSK,ADSK,ADSK,ADSK,ADSK,ADSK
Date,,,,,,
2019-11-01 00:00:00+00:00,150.25,150.25,151.0,147.61000061035156,148.60000610351562,1142700
2019-11-04 00:00:00+00:00,151.27000427246094,151.27000427246094,151.75999450683594,149.5500030517578,151.14999389648438,1025900
2019-11-05 00:00:00+00:00,151.72999572753906,151.72999572753906,153.3699951171875,149.0800018310547,152.0399932861328,1023500
2019-11-06 00:00:00+00:00,151.50999450683594,151.50999450683594,151.9600067138672,150.47999572753906,151.67999267578125,832300
2019-11-07 00:00:00+00:00,151.82000732421875,151.82000732421875,153.8000030517578,151.0,152.30999755859375,639400
2019-11-08 00:00:00+00:00,152.9600067138672,152.9600067138672,152.99000549316406,150.42999267578125,150.7899932861328,665400
2019-11-11 00:00:00+00:00,152.9199981689453,152.9199981689453,154.10000610351562,151.89999389648438,152.38999938964844,539500
2019-11-12 00:00:00+00:00,158.05999755859375,158.05999755859375,158.5800018310547,154.3300018310547,154.77999877929688,1618100
2019-11-13 00:00:00+00:00,159.2100067138672,159.2100067138672,159.3300018310547,156.05999755859375,156.83999633789062,978400
2019-11-14 00:00:00+00:00,158.13999938964844,158.13999938964844,159.33999633789062,157.32000732421875,158.41000366210938,1272000
2019-11-15 00:00:00+00:00,161.75,161.75,161.8000030517578,157.50999450683594,158.36000061035156,1726600
2019-11-18 00:00:00+00:00,162.44000244140625,162.44000244140625,163.72000122070312,159.77999877929688,160.02999877929688,1538100
2019-11-19 00:00:00+00:00,164.52999877929688,164.52999877929688,164.94000244140625,162.4199981689453,163.47000122070312,1269600
2019-11-20 00:00:00+00:00,165.3300018310547,165.3300018310547,167.0500030517578,164.0800018310547,165.0,1528900
2019-11-21 00:00:00+00:00,165.0500030517578,165.0500030517578,165.9199981689453,164.11000061035156,165.3300018310547,1242500
2019-11-22 00:00:00+00:00,167.00999450683594,167.00999450683594,167.1999969482422,164.47999572753906,165.9600067138672,899400
2019-11-25 00:00:00+00:00,168.8800048828125,168.8800048828125,169.2899932861328,167.6699981689453,168.0,1573300
2019-11-26 00:00:00+00:00,170.8000030517578,170.8000030517578,172.0,168.6999969482422,169.7899932861328,3420200
2019-11-27 00:00:00+00:00,180.17999267578125,180.17999267578125,180.6199951171875,169.6999969482422,170.52999877929688,4433900
2019-11-29 00:00:00+00:00,180.89999389648438,180.89999389648438,181.36000061035156,176.64999389648438,178.5,1472300
2019-12-02 00:00:00+00:00,175.6300048828125,175.6300048828125,181.19000244140625,175.07000732421875,180.69000244140625,1886800
2019-12-03 00:00:00+00:00,175.39999389648438,175.39999389648438,175.72999572753906,170.9199981689453,172.1999969482422,1352200
2019-12-04 00:00:00+00:00,176.39999389648438,176.39999389648438,177.3300018310547,173.61000061035156,175.08999633789062,1122700
2019-12-05 00:00:00+00:00,176.6300048828125,176.6300048828125,177.55999755859375,175.22000122070312,177.55999755859375,975000
2019-12-06 00:00:00+00:00,179.32000732421875,179.32000732421875,179.9199981689453,176.72999572753906,177.92999267578125,971400
2019-12-09 00:00:00+00:00,178.8300018310547,178.8300018310547,181.5500030517578,178.7100067138672,179.30999755859375,1425100
2019-12-10 00:00:00+00:00,178.4600067138672,178.4600067138672,179.80999755859375,177.66000366210938,178.5,1159000
2019-12-11 00:00:00+00:00,179.63999938964844,179.63999938964844,179.89999389648438,177.7100067138672,179.0800018310547,1605700
2019-12-12 00:00:00+00:00,177.89999389648438,177.89999389648438,178.9499969482422,175.32000732421875,175.75999450683594,1506200
2019-12-13 00:00:00+00:00,179.41000366210938,179.41000366210938,179.7899932861328,177.55999755859375,178.4199981689453,1323400
2019-12-16 00:00:00+00:00,184.3699951171875,184.3699951171875,184.8699951171875,180.00999450683594,180.1300048828125,1750200
