Price,Adj Close,Close,High,Low,Open,Volume
Ticker,MDB,MDB,MDB,MDB,MDB,MDB
Date,,,,,,
2023-11-01 00:00:00+00:00,339.0199890136719,339.0199890136719,347.2200012207031,332.0,345.2099914550781,957700
2023-11-02 00:00:00+00:00,329.0,329.0,347.4700012207031,326.2099914550781,347.4700012207031,1638400
2023-11-03 00:00:00+00:00,343.1099853515625,343.1099853515625,343.70001220703125,328.5400085449219,332.739990234375,1588800
2023-11-06 00:00:00+00:00,332.3500061035156,332.3500061035156,347.17999267578125,323.30999755859375,347.17999267578125,1525000
2023-11-07 00:00:00+00:00,369.0400085449219,369.0400085449219,384.1499938964844,355.010009765625,355.010009765625,3881000
2023-11-08 00:00:00+00:00,370.0400085449219,370.0400085449219,373.72900390625,362.5,372.0,1171800
2023-11-09 00:00:00+00:00,365.30999755859375,365.30999755859375,379.7099914550781,364.1000061035156,372.5,990500
2023-11-10 00:00:00+00:00,376.8900146484375,376.8900146484375,379.0,364.010009765625,366.760009765625,950600
2023-11-13 00:00:00+00:00,377.9700012207031,377.9700012207031,387.94000244140625,374.1000061035156,376.4800109863281,1145300
2023-11-14 00:00:00+00:00,397.7699890136719,397.7699890136719,402.57000732421875,386.07000732421875,389.010009765625,1772900
2023-11-15 00:00:00+00:00,392.5799865722656,392.5799865722656,402.70001220703125,390.4200134277344,401.0,891000
2023-11-16 00:00:00+00:00,389.07000732421875,389.07000732421875,395.989990234375,384.55999755859375,395.7300109863281,899500
2023-11-17 00:00:00+00:00,392.57000732421875,392.57000732421875,395.0,388.0,389.7099914550781,646300
2023-11-20 00:00:00+00:00,407.6099853515625,407.6099853515625,411.0,393.1600036621094,393.1600036621094,1123900
2023-11-21 00:00:00+00:00,405.510009765625,405.510009765625,412.6700134277344,402.5,402.5400085449219,848500
2023-11-22 00:00:00+00:00,405.07000732421875,405.07000732421875,410.07000732421875,398.9200134277344,409.7699890136719,936300
2023-11-24 00:00:00+00:00,407.70001220703125,407.70001220703125,409.489990234375,400.8500061035156,403.5,312700
